entry_ts_utc,exit_ts_utc,symbol,side,qty,entry_price,exit_price,commission_total,pnl_gross,pnl_net
1771416000,1771420680,USDRUBF,buy,352,76.53,76.80720000000001,0,97.5744000000027,97.5744000000027
